rating,review
5.0,사진은 좀 잘렸지만 초밥 구성도 좋고 진짜 손으로 찹찹 만든 느낌이 물씬 나는 부드럽고 신선한 초밥이었어요생강 원래 안먹는데 가르쳐주신 방법대로 간장에 발라먹으니 맛있어서 앞으로 초밥 먹을 때마다 그렇게 먹으려구요!!서비스 샐러드와 우동도 슴슴하니 맛있었어요후식으로 주시는 묵은지 초밥도 입가심 되고 좋더라구요맛 구성 가격 다 만족스럽고 모든 직원분들이 친절하셔서 성수에 또 가게 된다면 다시 들릴 의향 있습니다!
5.0,맛있네요.  보완할점..   와사비가 안맵고  된장국은 조금  짠것같아요. 대박나세요~~~
5.0,역시 성수 초밥맛집~~ 그냥 좋아요 배달포장보다 그냥 와서 먹는게 좋더라구오
4.0,알알이 살아있는 샤리가 좋아요 간단히 스시가 먹고싶을때 종종 가거나 포장하는 곳
4.0,은*골스타일 찐득하고 촉촉한 샤리와 도톰한 네타. 심플한 서비스 우동. 만족합니다
5.0,
2.0,밥이 따뜻하게 나온다는 여기만의 특징이 있는데 수분도 많은 편이라 밥이 잘 부스러지고 회와 잘 어울리지 않습니다. 그러기에 초밥째로 집어서 간장을 찍기는 힘들고 초생강을 붓처럼 써서 간장을 묻히라고 하는데 차라리 붓을 따로 주는게 낫지 않나 싶습니다. 초밥중 연어초밥만 만족스럽고 나머지는 그닥입니다. 직원분들은 친절하시며 서비스는 좋은 편입니다.
5.0,와 진짜 친절하고 서비스도 이것저것 주셔서 배부를 정도예요.서비스도 그렇게 주시는데 가격도 저렴한 편인거같아요.제가 멀리 살지만 않았어도 자주 갔을거같아요.
5.0,와ㅜ진짜 존맛 서비스도 좋음
5.0,스시덕후인데 추천드립니다.
5.0,사장님 초밥 먹는 방법도 알려주시고 진짜 친절하세요 ㅠㅠ초밥도 맛있고ㅠㅠ 정말 감동받았습니다!! 다음에 또 갈게요!!
5.0,여기 집 앞이라 혼자 자주가는데 맛있고 친절합니다 리뷰가 왜 안좋은지 이해가 안되는 곳 스시메이 화이팅!
1.0,연어가 생연어인 줄 알았는데 아니네요. 다른 초밥도 맛있는지 모르겠고. 신선도도 모르겠음. 밥 너무 따로 놈.
1.0,밥이 너무 질어서 다 떨어져요... 물기가 심하게 보일 정도..
4.0,가성비 좋습니다. 맛있는 초밥이 나와요. :)
