rating,review
3.0,"맛 무난하고, 감자칩 무한리필은 좋으나다른 성수 수제버거 맛집에 비해 특색이 없어서 잘 안가게됨, 성수에 와서 굳이... 여길?"
3.0,바스버거(기본) 먹었는데 맛이 약합니다.이 가격이면 버거킹이 나을듯.근데 프렌치 프라이는 괜찮았어요.버거보다 감자튀김이 나음.
5.0,직원분 친절하시고 맛도 좋았습니다집 근처라서 자주자주 생각날때 올것같습니다
5.0,직원분들 친절하시고 버거맛이 잘 나요! 자주 갈거 같아요.
5.0,가성비 수제버거@!! 마싯당...
5.0,직장 근처라 처음 가 봤네요. 계산할 때 잠깐 주방 봤는데 조리대 상태도 그렇고 직원분들 복장 같은 것도 겁나 깔끔하고 청결해서 놀랐습니다. 점심 시간이 짧아서 바스버거 단품 하나 시켰는데 아주 재료들이 신선해서 산뜻하고 깔끔한 맛이었어요. 건강에도 좋을 것 같습니다. 자주 이용해야겠습니다.
3.0,기본 바스버거 먹었는데 패티맛 소스에 묻히는 느낌 더블은 맛날 듯해유.ipa좋아해서 청진동 먹었는데 좋았다
3.0,무난해요!
5.0,"맛, 서비스, 가격이 삼위일체를 이루는 곳"
4.0,수제버거인데 가격이 나쁘지 않고 감자칩을 무료로 주는 것과 다양한 소스들을 가져갈 수 있어서 괜찮음
4.0,주변 버거집을 다 씹어먹는 가성비...
2.0,바스버거에 계란후라이 추가해서 먹었어요계란을 추가해서 더 그랬겠지만 전체적으로 좀 싱겁고... 맛있는지 잘 모르겠어요 ㅠㅠ 속상....감자칩을 무제한으로 먹을 수 있게하는건 좋았어요 날이 좋아서 야외에서 먹는것도 좋았습니다
5.0,
2.0,"오늘 정식오픈이여서 먹었습니당사람이 많아서 그런건지 고기타서 나온사람도 있었고, 안탄고기는 고기맛도 안나요. 분명 두툼한데.. 어떻게 고기맛이 안나는지... 의문회사사람들이 가자고하면 어쩔 수 없이 갈 것같음"
