rating,review
5.0,웰컴티 청귤에이드 파스타 스테이크 다 맛있어요 ( σ̴̶̷̤ .̫ σ̴̶̷̤ )♡ 공간 자체는 생각보다 협소했는데 음식 나온 이후부턴 협소하고 뭐고 신경도 안 쓰임 너무 맛있어요
1.0,댓글알바믿거박제용
3.0,카카오 평점 믿고 방문실패한 첫번째 집음식이 너무짜요
5.0,"예약제이고 손님과 테이블 수가 적어 조용하니 좋았어요 음식은 흑돼지 스테이크, 비스큐 로제 맛있고 뇨끼는 무난무난"
5.0,첫 방문해서 맘에 들어 두번 방문한 곳입니다예약제로 가니 편히 방문할 수 있고메뉴들은 다 맛있고 분위기도 좋고 직원분들도 친절하시네요
5.0,
5.0,둘이가서메뉴3개클리어했어요ㅡ계절과일리코타치즈샐러드ㅡ제주 흑돼지 프랜치렉스테이크ㅡ비스큐 제주 로제메뉴하나하나정성가득담기고비쥬얼도맛도엄지척♡너무맛있어요ㅜㅜㅜ다른메뉴들도먹어보러재방문예정입니당
5.0,"꼭 후기를 남겨야겠다고 생각했는데, 이렇게 늦게나마 남기게 되네요. 맛, 분위기, 서비스 어느 하나 빠지지 않고 최고에요. 소중한 사람에게 소개해주고 싶은 그리고 소중한 사람과 함께 가고 싶은 식당입니다 :)"
5.0,둘이서 메뉴 3개 먹었어요 :) 제주 카프레제가 특히나 신선한 맛이었습니다.
5.0,"진짜 맛있습니다. 간도 적당하고 계절과일 샐러드부터 감동이네요. 스토리, 분위기, 그리고 엄청 친절하신 서빙 너무 좋았습니다."
5.0,
3.0,Jeju Style Pasta
5.0,파스타도 파스타인데 와.. 메인 시그니처 제주 돼지 뼈안심이.. 진짜 맛있네요 가니쉬도 맛있고 ..맛집 리스트 추가입니다. 로제도 멜젓파스타도 맛있었어요~ 대박나십셔.+서비스하시는 분 성격이나 서비스나 굿입니다.
5.0,
5.0,
5.0,맛있고 분위기 좋고 너무 다들 친절하세요!
2.0,친절하고 분위기도 좋은데맛은......인스타그래머블한 장소 같아요..
5.0,너무 맛있고 분위기도 좋았어용! 서빙해주시는 분도 너무 친절하셨습니다ㅎ 못 먹어본 메뉴 먹으러 또 방문할게요~~
3.0,
5.0,너무 행복한 식사였습니다(예약필수)카카오맵에서 별점 5점만점집 찾기 힘들거든요.. 그래서 와 얼마나 맛있길래하고 가봤는데 남자친구랑 진짜 너무 잘왔다고 먹는내내 얘기했습니다!! 인스타맛집 보통 겉보기에 번지르르하고 맛은 그냥저냥 하잖아요? 여긴 플레이팅도 너무 이쁘고 맛도 최고에요!!심지어 셰프분 서빙하는분들도 너무 친절하셔서 맛이 배가 되는 맛집이였습니다ㅎㅎ 감사합니다
5.0,진짜 최고....최고예요 ㅠㅠㅠㅠㅠ분위기며 맛이며... 사장님도 너무 친절하세요네이버예약으로 하고 가서 시간에 맞게 음식도 딱 나와서 웨이팅없이 바로 먹었네요갠적으로 스테이크랑 로제파스타 조합 추천드립니다 ㅠㅠ 존맛탱!!!!
5.0,비좁긴하지만 최대한 분위기를 잘 끌어냈어요로제와 뇨끼 먹었는데 추천합니다스테이크도 많이 주문하는 것 같았어요연인끼리 가면 좋을만한 곳이에요
5.0,"제주 느낌을 한껏 살린 레스토랑!!!색깔있고 맛있는 음식과 여유로운 분위기를 느낄 수 있어서 좋았음인테리어 하나하나 공들인 것이 보임점심 메뉴로도 좋고, 저녁에 들려 와인 한 잔 하면서 여유를 느껴보는 것도 좋을 듯"
