rating,review
5.0,분위기 너무 좋고 직원분들도 너무너무 친절하심... 맛도 당연히 있음
5.0,"빵이 종류별로 다 너무 맛있구요, 자리도 많고 넓고 편안하고, 직원들은 너무 친절하고… 그냥 그런 인스타빵집인가보다 했는데 감동.. 몇개 더 사서 집에 포장해왔는데 하루 지나도 완전 촉촉 하나도 안질기고 에프 살짝 돌리니까 천국…."
5.0,오후 3시-4시쯤 방문했는디 빵없 ㅠㅠ리뷰보고 가서 김희철 닮은분이 너무 친절하다길래 넋놓고 있다가 와이프랑 빵터짐 ㅋㅋㅋㅋㅋ대기줄에 엤는 손님들 하나하나 찾아가며 빵 종류가 많이 안남아있다는 사실을 안내해주는데 사슴같은 눈망울로 마치 빵이 없는게 자기 잘못인마냥 대역죄인의 자세로 말씀해주시는데 마음이 저릿한 수준ㅋㅋㅋㅋㅋㅋ남아있는 빵 대충 골라서 한입 먹고 성수 빵집이 대구랑 빵 맛이 다르다는 느낌을 첨 받아봤슴다..와이프는 손에 꼽을 정도라 성수에 빵집을 꼭 한군데만 가야된다면 이곳을 가보시는게 어떠신가… ㅋㅋㅋㅋㅋ 아 김희철닮은 직원분 자꾸 생각납니더사실 계산해주시는 직원분도 너무 친절해서 ㅋㅋㅋㅋ 서울의 참맛을 느껴버렸다는…
4.0,인기가 많아서 늦게가면 빵이 항상 없지만직원분들이 너무 친절하셔서 좋은 기억이 있습니다
5.0,"백화점 직원분들보다 친절한 사람들은 처음임. 요즘 핫한 곳들은 서비스 매너가 없던데 이렇게나 친절한 서비스를 제공하는 카페는 없다고 봄. 손님들 테이블 가서 쭈구려 앉아서 얘기하심. 직원분들이 하나같이 모두 친절하심. 화알짝 웃으면서 맞이해주시고 웃으면서 배웅해주심. 넘 따수움. 직원분들한테 감동, 빵맛에 감동. 감동 퍼레이드임."
5.0,맛있어요! 친절함은 물론이고요
5.0,소금빵도 맛있고 안내해주시는 분이 너무 친절했어요!카페 분위기도 이쁘고
5.0,넘 친절하시고 소금빵도 맛있는데 커피머신이 너무 지저분해요 좀 심각수준.. 위생만 철저하면 더 좋을거같아요!
5.0,너무 친절하시고 분위기가 밝아서 괜히 기분이 좋아졌어요. 날씨가 추워서 그런지 스프도 정말 알맞았고 빵이 너무 많이 빨리 팔려서 선택권이 적은것만 조금 아쉬웠습니다. 분위기도 좋고 빵도 정말 맛있어요 :D
5.0,빵 진짜 맛있음포장도 줄 똑같이 서야해서 이 점은 좀 불편하긴한데 웨이팅 할 맛임ㅇㅇ그리고 직원분들 엄청 친절하심
